# t	y(t)	sigma_t
-6.28140704e+00	-7.39900369e-02	3.85554630e-03
-6.18090452e+00	-3.61952438e-02	4.27011837e-03
-6.08040201e+00	7.49398263e-03	4.08426936e-03
-5.97989950e+00	-1.29265765e-02	3.16047546e-03
-5.87939698e+00	6.04560927e-02	4.37089224e-03
-5.77889447e+00	-1.18510840e-02	3.65885255e-03
-5.67839196e+00	-1.34032448e-02	3.51763587e-03
-5.57788945e+00	9.85839991e-02	3.09289676e-03
-5.47738693e+00	3.19949126e-03	3.97111143e-03
-5.37688442e+00	-4.03472276e-02	3.59027538e-03
-5.27638191e+00	1.01686408e-02	3.20221118e-03
-5.17587940e+00	5.61022172e-04	3.46231128e-03
-5.07537688e+00	4.99376594e-02	4.13152836e-03
-4.97487437e+00	3.96102782e-02	3.45205720e-03
-4.87437186e+00	3.28829820e-03	3.75527418e-03
-4.77386935e+00	4.13014052e-03	3.95009301e-03
-4.67336683e+00	7.89421328e-04	3.27753839e-03
-4.57286432e+00	9.93623880e-02	3.25569342e-03
-4.47236181e+00	1.37811024e-01	3.13503030e-03
-4.37185930e+00	4.01175555e-02	3.98483356e-03
-4.27135678e+00	7.79989223e-02	4.78463266e-03
-4.17085427e+00	7.54362421e-02	3.24084891e-03
-4.07035176e+00	4.05768115e-02	3.79061390e-03
-3.96984925e+00	4.98620385e-02	3.29916853e-03
-3.86934673e+00	6.30413297e-02	4.88295174e-03
-3.76884422e+00	3.35757150e-03	3.39672665e-03
-3.66834171e+00	7.56425203e-02	4.63082210e-03
-3.56783920e+00	1.51766891e-01	3.89658852e-03
-3.46733668e+00	1.92555170e-01	3.04495729e-03
-3.36683417e+00	1.55327181e-01	3.96033582e-03
-3.26633166e+00	1.68214808e-01	3.05333475e-03
-3.16582915e+00	2.42531089e-01	3.81369444e-03
-3.06532663e+00	3.39109460e-01	3.63247804e-03
-2.96482412e+00	2.18409577e-01	3.54773308e-03
-2.86432161e+00	2.57158607e-01	4.25417270e-03
-2.76381910e+00	3.07909910e-01	3.59279946e-03
-2.66331658e+00	3.93990098e-01	3.94154805e-03
-2.56281407e+00	3.63798905e-01	5.24617759e-03
-2.46231156e+00	4.72909282e-01	4.17392200e-03
-2.36180905e+00	4.60016497e-01	3.59481296e-03
-2.26130653e+00	5.74035973e-01	3.74022507e-03
-2.16080402e+00	5.83531939e-01	4.28405381e-03
-2.06030151e+00	6.34686848e-01	3.04382785e-03
-1.95979899e+00	7.57430142e-01	3.78031396e-03
-1.85929648e+00	7.21511840e-01	3.33404333e-03
-1.75879397e+00	8.10042123e-01	3.14514656e-03
-1.65829146e+00	9.56165578e-01	3.40456486e-03
-1.55778894e+00	1.03270291e+00	5.09423359e-03
-1.45728643e+00	1.08285306e+00	3.37423023e-03
-1.35678392e+00	1.04437290e+00	5.33287566e-03
-1.25628141e+00	1.27412021e+00	3.33729130e-03
-1.15577889e+00	1.34256097e+00	3.89957148e-03
-1.05527638e+00	1.39784498e+00	3.30520950e-03
-9.54773869e-01	1.40941485e+00	3.31429722e-03
-8.54271357e-01	1.64206213e+00	3.75945785e-03
-7.53768844e-01	1.78336715e+00	3.66771061e-03
-6.53266332e-01	1.81750314e+00	3.31679714e-03
-5.52763819e-01	1.95622116e+00	3.17144620e-03
-4.52261307e-01	1.95434137e+00	3.60504491e-03
-3.51758794e-01	2.09373784e+00	3.71971848e-03
-2.51256281e-01	2.14845809e+00	3.76022320e-03
-1.50753769e-01	2.22022001e+00	4.05504968e-03
-5.02512563e-02	2.35231652e+00	4.03415687e-03
5.02512563e-02	2.41509221e+00	3.17442443e-03
1.50753769e-01	2.51141671e+00	4.40997620e-03
2.51256281e-01	2.59473285e+00	3.77211466e-03
3.51758794e-01	2.69308524e+00	3.36878894e-03
4.52261307e-01	2.77510162e+00	3.45810081e-03
5.52763819e-01	2.86683099e+00	3.69469832e-03
6.53266332e-01	2.86332530e+00	3.48045920e-03
7.53768844e-01	3.00068974e+00	3.06403612e-03
8.54271357e-01	2.94656470e+00	3.55726626e-03
9.54773869e-01	3.08605814e+00	4.09133534e-03
1.05527638e+00	3.12590158e+00	3.12655246e-03
1.15577889e+00	3.03696161e+00	3.01790299e-03
1.25628141e+00	3.15927243e+00	3.61138835e-03
1.35678392e+00	3.24629848e+00	5.24073678e-03
1.45728643e+00	3.22179686e+00	3.94727863e-03
1.55778894e+00	3.17394952e+00	4.38068691e-03
1.65829146e+00	3.16266437e+00	3.01365743e-03
1.75879397e+00	3.18792342e+00	3.10534724e-03
1.85929648e+00	3.15648704e+00	3.50191616e-03
1.95979899e+00	3.15740686e+00	3.86135899e-03
2.06030151e+00	3.08404468e+00	4.54545836e-03
2.16080402e+00	3.07527508e+00	3.70006355e-03
2.26130653e+00	2.99639749e+00	3.85171321e-03
2.36180905e+00	2.87805796e+00	3.35329314e-03
2.46231156e+00	2.79936757e+00	3.77616127e-03
2.56281407e+00	2.75226968e+00	3.47092069e-03
2.66331658e+00	2.72242047e+00	3.18141251e-03
2.76381910e+00	2.57745288e+00	3.14853197e-03
2.86432161e+00	2.58031353e+00	3.86639475e-03
2.96482412e+00	2.37022864e+00	3.63123124e-03
3.06532663e+00	2.34256290e+00	3.02760119e-03
3.16582915e+00	2.21544558e+00	3.79331631e-03
3.26633166e+00	2.18224556e+00	3.31788970e-03
3.36683417e+00	2.07677426e+00	3.80216441e-03
3.46733668e+00	1.96500836e+00	3.71187284e-03
3.56783920e+00	1.81324677e+00	4.25258948e-03
3.66834171e+00	1.73378383e+00	3.29727204e-03
3.76884422e+00	1.64848148e+00	4.15155786e-03
3.86934673e+00	1.63598086e+00	3.78049140e-03
3.96984925e+00	1.46057708e+00	3.46886312e-03
4.07035176e+00	1.42623495e+00	4.18836433e-03
4.17085427e+00	1.35788814e+00	3.03659876e-03
4.27135678e+00	1.18296933e+00	3.32854662e-03
4.37185930e+00	1.11551880e+00	3.04068530e-03
4.47236181e+00	9.50202751e-01	4.56466608e-03
4.57286432e+00	9.62828880e-01	3.51344401e-03
4.67336683e+00	9.44465278e-01	3.39147842e-03
4.77386935e+00	7.90760719e-01	3.68300502e-03
4.87437186e+00	7.88506040e-01	3.87645432e-03
4.97487437e+00	7.46804349e-01	3.72439659e-03
5.07537688e+00	6.65418917e-01	3.58015726e-03
5.17587940e+00	5.69136562e-01	4.05321998e-03
5.27638191e+00	5.49640070e-01	3.92331979e-03
5.37688442e+00	4.55116099e-01	3.18523454e-03
5.47738693e+00	4.21986248e-01	3.36392190e-03
5.57788945e+00	5.19654916e-01	4.38762694e-03
5.67839196e+00	3.35459473e-01	3.72013757e-03
5.77889447e+00	2.90189254e-01	4.03257810e-03
5.87939698e+00	2.98801371e-01	3.14602370e-03
5.97989950e+00	2.74291740e-01	3.96727216e-03
6.08040201e+00	2.70120317e-01	4.44034571e-03
6.18090452e+00	1.68866890e-01	3.19985105e-03
6.28140704e+00	1.30943343e-01	4.14755183e-03
6.38190955e+00	1.13793570e-01	4.13106876e-03
6.48241206e+00	1.81086479e-01	4.48460358e-03
6.58291457e+00	1.80431055e-01	3.24792430e-03
6.68341709e+00	7.34484343e-02	3.63767207e-03
6.78391960e+00	7.20638423e-02	3.88421432e-03
6.88442211e+00	8.40801283e-02	3.01570222e-03
6.98492462e+00	2.65150285e-02	3.64805252e-03
7.08542714e+00	3.98998738e-02	3.14082907e-03
7.18592965e+00	1.03166024e-01	3.18382932e-03
7.28643216e+00	-1.24615570e-02	3.29131113e-03
7.38693467e+00	6.04817188e-02	3.10031314e-03
7.48743719e+00	9.51760523e-02	3.61017953e-03
7.58793970e+00	-2.26789971e-02	3.09955693e-03
7.68844221e+00	8.13908135e-02	5.88938772e-03
7.78894472e+00	2.30373613e-02	3.42998948e-03
7.88944724e+00	-7.31054068e-03	3.93329713e-03
7.98994975e+00	5.99620752e-02	4.18706810e-03
8.09045226e+00	1.76858803e-02	3.17479920e-03
8.19095477e+00	-1.23744928e-04	3.52900968e-03
8.29145729e+00	-1.88636977e-02	3.63613717e-03
8.39195980e+00	-3.36390598e-02	3.61753193e-03
8.49246231e+00	-2.05772617e-02	3.05790883e-03
8.59296482e+00	-6.13272153e-03	3.66484298e-03
8.69346734e+00	4.30777639e-02	4.24429274e-03
8.79396985e+00	-8.48604177e-03	3.20928836e-03
8.89447236e+00	1.80242861e-02	3.47877890e-03
8.99497487e+00	-1.66277671e-02	4.23332782e-03
9.09547739e+00	2.61213560e-02	3.13382832e-03
9.19597990e+00	-1.66900912e-03	4.30142076e-03
9.29648241e+00	6.50573273e-02	3.00462368e-03
9.39698492e+00	1.41797839e-02	3.14360659e-03
9.49748744e+00	-8.21339343e-02	4.29291360e-03
9.59798995e+00	-5.20594841e-03	3.52155746e-03
9.69849246e+00	-2.13574091e-02	3.14616066e-03
9.79899497e+00	4.83460986e-02	4.20521843e-03
9.89949749e+00	1.47184005e-03	4.58644287e-03
1.00000000e+01	4.35236059e-02	3.96667268e-03
